what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348107420548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348107425309
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1348107432826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348107449865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348107451162
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348107459328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348109809941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348109810411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348109811005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348109814945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348109818360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348109825437
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348109826451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348109826767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348109828599
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348109831358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348109881943
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348109897391
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348109897461
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1348109897503
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1348109909112
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.editor",1348109912675
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110002360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110026530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110032304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110095330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110095731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110096892
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1348110139808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110154331
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201109151620,"org.eclipse.cdt.managedbuilder.ui",1348110162312
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1348110162625
activated,perspective,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.CPerspective",1348110181964
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110182143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110182403
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348110184148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110191562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110194559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110217290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110221875
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110222515
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110222705
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1348110223060
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348110223780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110230717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110243490
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110243754
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110243820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348110255722
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110260437
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348110260551
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110267800
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1348110267905
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110268868
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110296864
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110298502
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110308845
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110318356
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1348110358694
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110388601
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110394082
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110396349
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110409072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110414561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110450323
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110461506
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110464364
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110478667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348110479498
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110502601
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348110504617
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348110504800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110510581
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1348110518030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110518050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110519782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110523911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110525462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110530887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110531553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110531909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110665051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110673956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110676912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110677860
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110703987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110747548
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348110751072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110763740
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110768769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348110769535
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1348110775761
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348110782924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110784284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110794143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110794427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110794647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110837460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348110854579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348110858992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348110860678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110867195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110878438
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110890393
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348110903862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348110935929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110949163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110989917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110990878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110991798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348110992609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111012179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111013794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111020598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348111022781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111027607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111032152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111050266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111063558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348111067666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111072050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111072286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111072500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111072701
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1348111074650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111103677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111112981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1348111119926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111120700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111125153
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1348111127293
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1348111127665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348111136125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348111171458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111187831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111189937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111190425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111204088
started,bundle,com.google.gdt.eclipse.maven,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.maven",1348111204358
started,bundle,org.eclipse.cdt.launch,7.0.0.201109151620,"org.eclipse.cdt.launch",1348111204375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111204397
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348111208746
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1348111218000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1348111218006
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1348111218006
activated,perspective,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.CPerspective",1348111227815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1348111227853
executed,command,,,"org.eclipse.cdt.ui.CPerspective",1348111227854
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111233988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348111241936
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1348111257051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111260367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111260560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348111261321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111263103
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348111263380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348111283344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111310351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111312079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111312563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111313350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111314546
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348111316001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111351171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111494407
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111497031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111502144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111506760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111509462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111514637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111517272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111517761
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348111520955
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111528508
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1348111528710
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1348111531597
started,bundle,org.eclipse.pde,3.6.100.v201106131736,"org.eclipse.pde",1348111531645
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1348111531775
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1348111531814
started,bundle,com.google.gwt.eclipse.oophm,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.oophm",1348111531973
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1348111534296
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.MemoryView",1348111534738
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.RegisterView",1348111534818
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.ModuleView",1348111534849
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1348111537534
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1348111537562
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.VariableView",1348111554346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111565838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111606890
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1348111613492
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Terminate",1348111613520
error,log,,,"Request for monitor: 'RequestMonitor (org.eclipse.cdt.dsf.mi.service.MIRunControl$9@c22d78): Status ERROR: org.eclipse.cdt.dsf.gdb code=10001 Context cannot be suspended. null' resulted in an error.",1348111613548
closed,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.MemoryView",1348111613578
closed,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.RegisterView",1348111613586
closed,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.ModuleView",1348111613592
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111615972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111644594
activated,perspective,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.CPerspective",1348111650328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1348111650365
executed,command,,,"org.eclipse.cdt.ui.CPerspective",1348111650365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111652271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111652769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111673488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111700072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111702574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111726328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111730703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111753811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111780936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111783196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111783700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111784670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111785749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348111799094
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1348111802311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111802346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111824563
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.opendecl",1348111831263
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111831351
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1348111831420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1348111834958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111834988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111844557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348111850911
